	R935_Col	R935_TSB	R935_FC	DEG	OG	KO.id	KO.description
cds1244	3.41629702298459	3.09340441421706	0.498580439342421	nonDEG	OG0001274	K07046	L-fuconolactonase [EC:3.1.1.-]
cds1245	3.62381577262401	1.01807955829232	3.63820268766021	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds1246	4.2648469667745	2.5822762181068	2.95920222329129	nonDEG	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
cds1247	4.34528752054837	2.85935143272553	1.81723452592196	nonDEG	OG0000111	K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
cds1248	6.15828243538284	3.11566080643758	5.59993879355184	up	OG0007105	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
cds1249	3.69256753449898	2.28839191445745	1.47249854651631	nonDEG	OG0000106	K07749	frc; formyl-CoA transferase [EC:2.8.3.16]
cds1250	4.71545975124907	2.0822762181068	3.7619852411363	up	OG0000106	K07749	frc; formyl-CoA transferase [EC:2.8.3.16]
cds1253	6.55322299051359	5.81504005644229	1.39149145531044	nonDEG	OG0000564		
cds1254	5.96741683510671	4.48337941469783	2.21135262793495	up	OG0002099	K02429	fucP; MFS transporter, FHS family, L-fucose permease
cds1255	4.82647306043795	7.63240954900521	-1.94662190679055	down	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
cds1256	5.40393895726612	9.10515894436645	-2.90575482749583	down	OG0000023	K18138	acrB; multidrug efflux pump
cds1257	5.15732965861279	7.50686488667938	-1.52871995954734	down	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
cds1258	5.15233758942186	4.06236794608657	1.54015671545113	nonDEG	OG0000166	K08082	algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
cds1259	2.06336029448719	2.01807955829232	3.31980791753869	nonDEG	OG0000105	K08083	algR; two-component system, LytTR family, response regulator AlgR
cds126	4.76046904799448	6.39944369789432	-0.85653620200063	nonDEG	OG0000596	K13007	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]
cds1261	11.6939241140697	5.46291256647645	7.07535274047098	up	OG0000710	K21430	yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
cds1262	6.20915387737367	3.42673774755039	2.61642658673998	nonDEG	OG0004719		
cds1263	7.24193090331899	4.61032000934481	3.42038759702625	up	OG0000110	K02199	ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
cds1264	5.45113378688799	2.14647287792128	5.01797386661661	nonDEG	OG0001753	K07396	putative protein-disulfide isomerase
cds1266	4.56012329346807	1.01807955829232	5.11456376285198	up	OG0000347	K03743	pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
cds1267	8.99948394905461	2.74324026555048	7.07788724871227	up			
cds1268	8.86898310339472	3.14647287792128	8.48757861767935	up	OG0007089		
cds1269	5.624852374385	2.60304205901347	4.84870089937825	up	OG0005520		
cds127	3.97680472346527	5.03770108560531	-0.954042294543463	nonDEG	OG0001181		
cds1270	6.73990630146733	1.56687018236495	5.60888719992199	up	OG0004718		
cds1271	4.71903699323607	2.85935143272553	2.94877822461571	nonDEG	OG0005769	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
cds1272	4.00923029564026	2.09340441421706	1.93243222455249	nonDEG	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds1276	3.9904728874692	2.72783422980863	2.94070873562275	nonDEG	OG0004639		
cds1277	4.44634144389653	3.60304205901347	3.08504741213273	nonDEG	OG0003211	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
cds1278	4.91084603942752	3.28839191445745	2.19126005237836	nonDEG	OG0003211	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
cds1279	5.68845728109649	2.9859536791356	2.94177844283778	nonDEG	OG0002330	K16559	exoK; endo-1,3-1,4-beta-glycanase ExoK [EC:3.2.1.-]
cds128	4.95702831041607	5.86266109151396	-0.136602664011385	nonDEG	OG0007572		
cds1280	3.78871205910228	2.06687018236495	3.09921002608193	nonDEG	OG0001920		
cds1281	5.52960088027371	3.86738044584618	2.25287038338712	up	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
cds1282	4.12155803206276	2.5822762181068	2.05439801381053	nonDEG	OG0004139		
cds1283	6.33052248541589	6.1491059083437	0.743786952337706	nonDEG	OG0007613		
cds1285	10.5087399032902	6.8435038868525	4.4596479042675	up	OG0007688		
cds1286	5.79959635727086	3.20071377917951	2.91039207041125	up	OG0000293	K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
cds1287	7.67744389224498	6.14024117167313	2.25603242473472	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds1288	8.68782834573685	6.49083535237398	2.99780527063317	up	OG0003658	K01686	uxuA; mannonate dehydratase [EC:4.2.1.8]
cds1289	5.39887978129829	3.20071377917951	2.57751137252586	up			
cds129	4.51879372104292	7.69401806537379	-2.1777841000152	down	OG0000144	K01784	galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
cds1290	6.64714467425768	3.22417688847665	3.95700531848674	up	OG0002338		
cds1291	4.70423895344992	3.11566080643758	4.13840391027425	nonDEG	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds1292	4.46002844360976	2.14647287792128	4.00957349798149	nonDEG	OG0001919	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
cds1294	4.99173233388168	3.77486912066988	1.94647113981635	nonDEG	OG0007086	K01190	lacZ; beta-galactosidase [EC:3.2.1.23]
cds1295	6.24962724437628	5.04398742802241	2.14004672577107	up	OG0005633	K01195	uidA; beta-glucuronidase [EC:3.2.1.31]
cds1296	3.49533061174578	3.37475746846738	1.55529442239743	nonDEG	OG0004155		
cds1297	6.84597758788305	5.02972580585681	2.43845817114447	up			
cds1298	9.00048612872008	7.83671953286712	1.92507852712837	up	OG0000614	K11177	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
cds1299	6.53218849649236	5.65615451726145	1.68431267505386	up	OG0000562	K11178	yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
cds13	4.59566196743498	6.83671953286711	-1.48759194247912	nonDEG	OG0005494		
cds130	3.68286217431002	2.97054764339375	2.03956453395575	nonDEG	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
cds1300	5.89474073529994	5.22417688847665	1.77417908590497	nonDEG	OG0000247	K13483	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
cds1301	5.41697766735491	4.95971996918853	1.87895587252487	nonDEG	OG0000281	K04487	iscS; cysteine desulfurase [EC:2.8.1.7]
cds1302	5.25135394365615	2.42673774755039	3.60794841623387	up	OG0001724	K07141	mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
cds1303	6.24231219178279	4.57851348765191	1.78343456312905	nonDEG	OG0001231	K07402	xdhC; xanthine dehydrogenase accessory factor
cds1304	4.65145699037461	3.69585605490293	1.05418235350393	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
cds1305	4.7002982772278	2.76007108088373	1.73162936153948	nonDEG	OG0006274	K09702	uncharacterized protein
cds1306	7.11642460672967	5.07424258266347	2.3616938553646	up	OG0002280	K09946	uncharacterized protein
cds1307	3.93117069468161	2.81671274803116	1.16673340444846	nonDEG	OG0002282	K00782	lldG; L-lactate dehydrogenase complex protein LldG
cds1308	7.33661844215655	7.06809447607884	1.22076753035408	nonDEG	OG0002790	K18929	lldF; L-lactate dehydrogenase complex protein LldF
cds1309	7.01411504779144	6.79482812386269	0.858892034280821	nonDEG	OG0002791	K18928	lldE; L-lactate dehydrogenase complex protein LldE
cds131	4.24152935732379	5.63652328757693	-0.961719720421448	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds1310	5.29612097422668	3.91321495376283	1.97762768714465	nonDEG	OG0004640		
cds1311	6.66545347303329	6.14437727292927	1.43247722365337	nonDEG	OG0003143	K01820	rhaA; L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]
cds1312	7.70976939149216	4.83634397771569	3.4684763530177	up	OG0004001		
cds1314	9.73220496531749	6.61984306007706	3.87077602922843	up	OG0000057	K03710	GntR family transcriptional regulator
cds1315	3.76780014065296	7.13394256628993	-2.34994466796035	down	OG0003711		
cds1316	6.75932288537868	3.86738044584618	3.18037210125664	up	OG0007633		
cds1318	4.76756154062476	1.01807955829232	5.37138602053762	up	OG0001618		
cds1319	3.5528062701878	2.06687018236495	2.11501870141194	nonDEG	OG0002308		
cds132	6.63628253448023	7.62239009333223	-0.176956093390836	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds1320	6.0701630683315	2.95505858112411	3.21061449313835	nonDEG	OG0001333	K01184	E3.2.1.15; polygalacturonase [EC:3.2.1.15]
cds1321	6.6742033147066	3.53404711251285	4.05007791763441	up	OG0002859	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]
cds1322	7.38584471302547	4.13649875319872	3.79914181860903	up	OG0001353	K01198	xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]
cds1323	5.18449859069506	2.95505858112411	2.76260732566974	up	OG0004169	K15532	yteR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]
cds1324	6.40824062862097	4.43419368522654	2.74797528550504	up	OG0004169	K15532	yteR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]
cds1325	4.09730159437368	2.01807955829232	3.89179839095444	nonDEG	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
cds1326	8.02803986415146	3.34503358160488	5.52695378802972	up	OG0004209	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
cds1327	6.87020041036656	2.35935143272553	5.6753687454661	up	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds1329	8.2002589582602	6.78484066136381	2.13361935844706	up	OG0000013	K02529	lacI; LacI family transcriptional regulator
cds133	4.64832279520835	3.48337941469783	1.53743161750974	nonDEG			
cds1330	5.80496957905862	5.99815292010577	0.632374306191223	nonDEG	OG0000900	K01708	garD; galactarate dehydratase [EC:4.2.1.42]
cds1331	3.62381577262401	3.89084355514331	-0.00285841063368012	nonDEG	OG0000667	K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
cds1332	3.83201516663376	1.5822762181068	3.39796981993881	nonDEG	OG0000293	K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
cds1333	6.00508984390728	4.0858310553837	1.85809450099689	nonDEG	OG0000058	K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
cds1334	6.17159811111244	5.52932775818063	1.42486932274381	nonDEG	OG0003637	K01812	uxaC; glucuronate isomerase [EC:5.3.1.12]
cds1335	4.11690204557908	2.9859536791356	2.23715827005698	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds1336	6.57456384140542	4.54002108184527	2.48166205228137	up	OG0004625	K01815	kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
cds1337	5.8186852119625	2.11566080643758	5.44775787793689	nonDEG	OG0000090	K08191	exuT; MFS transporter, ACS family, hexuronate transporter
cds1338	6.12124536172878	3.0822762181068	4.44594397226998	up	OG0000090	K08191	exuT; MFS transporter, ACS family, hexuronate transporter
cds1339	7.97209877915917	6.52947001475524	2.21935756252967	up	OG0002326		
cds134	4.52803251900765	3.89084355514331	1.72791836362431	nonDEG	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
cds1340	5.14488165174571	8.62769172815231	-2.51915920476765	down	OG0000932		
cds1341	5.55391138775833	9.98580213093662	-1.54530216772401	nonDEG			
cds1342	3.83600604718912	9.09131706612086	-4.09707735730832	down	OG0000316	K16092	btuB; vitamin B12 transporter
cds1343	4.50552083908059	6.64733044680772	-1.08978564695817	nonDEG	OG0002825		
cds1344	4.3466741588022	4.56687018236495	1.08161330977536	nonDEG	OG0004690		
cds1349	5.23775873870731	6.65025295046815	-0.171923192769232	nonDEG	OG0000094	K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA
cds135	4.69815675347633	6.41728220100332	-0.944188200197739	nonDEG			
cds1350	5.56958150834463	5.61032000934481	0.726856445766803	nonDEG	OG0001461	K14189	dltE; uncharacterized oxidoreductase [EC:1.-.-.-]
cds1351	2.97633496905913	2.06687018236495	2.80722520326482	nonDEG	OG0002050		
cds1352	7.5837528423043	4.3957012794199	3.62850499344829	up			
cds1353	8.94309505407649	6.45117267363495	3.34817052269285	up			
cds1354	3.84029547626206	3.76302889375433	0.765028337960452	nonDEG	OG0000105	K08083	algR; two-component system, LytTR family, response regulator AlgR
cds1355	5.09100892430512	5.22986805959629	0.707622396380127	nonDEG	OG0000166	K08082	algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
cds1356	5.39507605301361	7.62484108852579	-1.363514806244	nonDEG	OG0007072		
cds1357	5.48916441806265	7.92674604927192	-1.68301371937158	down	OG0000023	K18138	acrB; multidrug efflux pump
cds1358	3.73462158280265	4.06236794608657	0.729349425878922	nonDEG	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
cds1359	3.83034247504488	3.89084355514331	0.585457802444909	nonDEG	NA	NA	NA
cds136	3.43817815407946	3.67836691493822	-0.967781486965513	nonDEG	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
cds1360	3.96285172518033	1.5822762181068	2.99211943697084	nonDEG	OG0005771		
cds1363	4.77844025303232	4.25735544632695	0.545783632643504	nonDEG			
cds1365	6.51234003290619	3.5822762181068	3.97818296200962	up	OG0000778		
cds1366	7.45203477111943	3.55751022180998	4.3310183018693	up	OG0001658		
cds1367	7.58327714785141	6.29815432344686	1.98300920133118	up	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
cds1368	6.21825345588236	7.75371869259358	-0.805031062686534	nonDEG	OG0000023	K18138	acrB; multidrug efflux pump
cds1369	6.67628937435816	7.91261687454765	-0.311192490264854	nonDEG	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
cds137	6.19618802382532	6.41470091544997	-0.00371113283906917	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds1372	4.42079141459822	1.01807955829232	4.43794275888607	nonDEG	OG0003698		
cds1375	4.81089447963461	3.24324026555048	2.58438910086435	nonDEG	OG0004150		
cds1376	6.01102323858828	3.01807955829232	4.83709332739165	up			
cds1379	8.17875212259	2.14647287792128	8.79628192860027	up	OG0003074	K20999	pslF; polysaccharide biosynthesis protein PslF
cds138	5.09246840447531	5.67961762655858	0.120428795300353	nonDEG	OG0007770		
cds1380	5.43398948882191	3.1500460813645	2.41038568950254	nonDEG	OG0000473	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
cds1381	4.85825323081453	3.28839191445745	2.0236420374414	nonDEG	OG0000203	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
cds1382	6.72777465665571	1.5822762181068	6.27532545043642	up	OG0000469	K02066	mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein
cds1383	7.21070246723257	2.01807955829232	6.76917288299854	up	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds1384	7.75459331546125	3.73143537864244	6.70855397323412	up	OG0001428	K02067	mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
cds1385	8.07333658617119	2.01807955829232	7.66348958130732	up			
cds1387	4.94743765877944	2.11566080643758	5.52624982841275	up	OG0000064	K09471	puuB; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
cds1388	5.35586249495337	7.20459597336977	-0.788482004348395	nonDEG	OG0004605		
cds139	5.87437423800167	6.86313511653703	-0.140436093474224	nonDEG	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
cds1390	6.1536011677155	4.62172524779078	1.91827956198964	nonDEG	OG0003680		
cds1391	5.20723908776462	3.22783422980863	3.3136536342023	up	OG0007587		
cds1392	5.26294241637637	4.88217848563233	0.985257387674174	nonDEG			
cds1393	4.52491238109492	3.62172524779078	0.886172051034647	nonDEG	OG0001066		
cds1394	4.44574386751137	1.01807955829232	4.57490579935496	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds1397	5.01619550764335	4.13649875319872	1.61529594923154	nonDEG	OG0003188	K21574	susB; glucan 1,4-alpha-glucosidase [EC:3.2.1.3]
cds1399	4.24048013646641	2.06687018236495	3.42295990941744	nonDEG	OG0005769	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
cds14	6.26084208470475	7.45926425567596	-0.39724047915393	nonDEG	OG0001170	K03629	recF; DNA replication and repair protein RecF
cds140	4.19665450022183	5.94413400073611	-0.680285465504673	nonDEG	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
cds1400	4.71463454007783	1.56687018236495	5.05928317876185	up	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds1403	6.76219921256888	3.48337941469783	4.11072700506015	up	OG0005507		
cds1404	4.001162596865	2.85935143272553	3.13027207245444	nonDEG	OG0000722		
cds1405	6.35177566040892	3.09340441421706	4.8547947481303	up	NA	NA	NA
cds1406	4.93771885949695	5.42106893911516	0.0366917532956981	nonDEG	OG0004079		
cds1407	9.41283637995271	8.5026136454973	1.75286936223962	up	OG0004676	K03405	chlI; magnesium chelatase subunit I [EC:6.6.1.1]
cds1408	9.00199696951011	6.84564597657231	3.00894347129379	up	OG0004677		
cds141	4.10303802438442	4.53572151591106	0.860855751872604	nonDEG	OG0000464	K20862	yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
cds1410	3.79906439616608	4.78567627990067	-0.635838890054263	nonDEG			
cds1411	3.55650944025226	3.85935143272553	1.07568905564737	nonDEG			
cds1414	3.00700023041938	6.34552035605592	-1.4432635472735	nonDEG			
cds1419	8.28066409953975	2.60304205901347	7.34250687434996	up	NA	NA	NA
cds142	7.25996744646346	8.37249976941415	-0.305837405823299	nonDEG	OG0002821	K01955	carB; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
cds1420	9.5248981305009	4.49655553609338	5.2206972222909	up	NA	NA	NA
cds1422	4.6338890591799	2.72783422980863	2.34395598264542	nonDEG	NA	NA	NA
cds1423	6.03967759140623	5.40167524875232	1.46676743282327	nonDEG	OG0007075		
cds1425	4.55899813241571	2.62172524779078	2.7122199336715	nonDEG	OG0000061	K08369	ydjE; MFS transporter, putative metabolite:H+ symporter
cds1426	4.01680559229145	2.0822762181068	2.87921664839247	nonDEG	OG0000438	K08368	yaaU; MFS transporter, putative metabolite transport protein
cds1427	4.95434851252748	3.91321495376283	1.02602240040059	nonDEG			
cds1428	3.13216994211679	3.66723871882795	0.904230287646534	nonDEG			
cds1429	4.79016973944431	3.81199202742545	1.49487533016129	nonDEG	OG0001350	K12373	HEXA_B; hexosaminidase [EC:3.2.1.52]
cds143	4.67122371648655	5.8091393891978	-0.396692950540987	nonDEG	OG0000144	K01784	galE; UDP-glucose 4-epimerase [EC:5.1.3.2]
cds1430	4.79675232047968	5.52647375367949	0.188390330103424	nonDEG	OG0002563		
cds1431	3.83052850831279	3.37475746846738	1.29891809854306	nonDEG			
cds1432	3.96278764089334	4.76752701855988	0.0650970261932095	nonDEG	OG0002574		
cds1433	5.21971552315655	6.98066378014106	-1.40162377326712	nonDEG			
cds1434	5.03445860455029	5.93164243226322	-0.110067996920094	nonDEG	OG0001919	K21572	susD; starch-binding outer membrane protein, SusD/RagB family
cds1435	5.10642372941205	7.3400243151264	-1.3132940209616	nonDEG	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds1436	3.95449226503458	3.81671274803116	0.403275689615575	nonDEG	OG0002051	K01787	RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]
