	S763_Col	S763_TSB	S763_FC	DEG	OG	KO.id	KO.description
cds1206	5.79621729980458	3.90863587089838	1.04311973278864	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
cds1207	9.36516072981927	9.66023116847974	0.560755595644687	nonDEG	OG0000116	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]
cds1208	6.4139959976084	9.19982501582055	-2.42860091813653	nonDEG	OG0001323	K03073	secE; preprotein translocase subunit SecE
cds1209	8.56632030785783	11.1793002594352	-1.79707518692284	down	OG0000966	K02601	nusG; transcriptional antiterminator NusG
cds121	5.36643804182334	6.67673006266276	-0.960811335248468	nonDEG	OG0002266	K09125	uncharacterized protein
cds1210	8.42615272253006	11.614504562033	-2.33662562261704	down	OG0001108	K02867	RP-L11; large subunit ribosomal protein L11
cds1211	8.19600968531919	10.253924442397	-1.23431676333962	nonDEG	OG0000965	K02863	RP-L1; large subunit ribosomal protein L1
cds1212	6.68630796983782	6.34137408664273	1.19831012790094	nonDEG	OG0005123		
cds1213	7.42225779647994	6.17412762787575	2.13319245754373	up	OG0005123		
cds1214	10.666000904472	14.3541022589384	-2.84389334223349	down	OG0001107	K02864	RP-L10; large subunit ribosomal protein L10
cds1215	6.43652687084747	8.35736952392676	-1.67846644949646	nonDEG	OG0001106	K02935	RP-L7; large subunit ribosomal protein L7/L12
cds1216	7.9639379745594	7.52415714264055	1.26390150085388	nonDEG	OG0000566	K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]
cds1217	5.43968898507868	4.19333061637634	1.70115710847146	nonDEG	OG0006289		
cds1218	7.72262215939142	7.72738280453819	0.900884475371262	nonDEG	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
cds1219	10.4779233986886	12.5677216150053	-1.30762667944863	down	OG0000964	K03043	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
cds122	6.85344043755687	5.32077340780433	1.55951248659123	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds1220	10.1013267937313	12.3158963404848	-1.43325767730019	down	OG0000963	K03046	rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
cds1221	6.15092239550773	10.3459748919368	-3.27201625353855	down	OG0001105	K02950	RP-S12; small subunit ribosomal protein S12
cds1222	7.93532519075427	11.6261581570306	-2.77300771058595	down	OG0001104	K02992	RP-S7; small subunit ribosomal protein S7
cds1223	10.4110228367113	13.3056688433143	-2.06681177371062	down	OG0000680	K02355	fusA; elongation factor G
cds1224	13.3204702746684	15.3572983507251	-1.21791799932849	down	OG0000679	K02358	tuf; elongation factor Tu
cds1225	8.47672432715923	5.33065591913408	3.97308875751692	up	OG0000441	K05350	bglB; beta-glucosidase [EC:3.2.1.21]
cds1226	5.11086851984892	10.5424257882476	-4.3639422520683	down	OG0001103	K02946	RP-S10; small subunit ribosomal protein S10
cds1227	7.87080413820308	12.7770019047484	-4.07035205240784	down	OG0001102	K02906	RP-L3; large subunit ribosomal protein L3
cds1228	8.69647415365484	12.5926736914341	-3.08281238271195	down	OG0001101	K02926	RP-L4; large subunit ribosomal protein L4
cds1229	5.7769823661915	10.8615519381257	-4.25476243614209	down	OG0000962	K02892	RP-L23; large subunit ribosomal protein L23
cds123	7.06410767831022	7.36850498257459	0.472833822108097	nonDEG	OG0000758	K00941	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
cds1230	9.59318851199309	13.5157140232544	-3.12805755469458	down	OG0001100	K02886	RP-L2; large subunit ribosomal protein L2
cds1231	5.12372462823822	8.8352204512576	-3.1307317881591	down	OG0001099	K02965	RP-S19; small subunit ribosomal protein S19
cds1232	5.67550081060703	9.46660184779458	-2.93617141870041	down	OG0000961	K02890	RP-L22; large subunit ribosomal protein L22
cds1233	6.67944652578579	10.3590694841486	-2.65008233369305	down	OG0001098	K02982	RP-S3; small subunit ribosomal protein S3
cds1234	7.17681218585299	10.0133211418703	-2.00320027804764	down	OG0000960	K02878	RP-L16; large subunit ribosomal protein L16
cds1235	6.31287655859858	9.22386471063117	-1.91729281534065	down	OG0000959	K02904	RP-L29; large subunit ribosomal protein L29
cds1236	6.22566079492105	7.55452869396137	-0.823802888006129	nonDEG	OG0001097	K02961	RP-S17; small subunit ribosomal protein S17
cds1237	5.58232663439957	10.2009259878147	-3.73538272433466	down	OG0001096	K02874	RP-L14; large subunit ribosomal protein L14
cds1238	5.15396285883057	9.70696493371321	-3.61779622317877	down	OG0001095	K02895	RP-L24; large subunit ribosomal protein L24
cds1239	5.87158002152503	10.7983340672069	-3.4857400005858	down	OG0001094	K02931	RP-L5; large subunit ribosomal protein L5
cds124	8.79376759205723	6.0580425002316	3.47410850873855	up	OG0001198	K00156	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
cds1240	5.0654758110878	10.2281512394314	-4.32356733092432	down	OG0001092	K02994	RP-S8; small subunit ribosomal protein S8
cds1241	7.21113743954293	10.6270005733482	-2.51557871775301	down	OG0001091	K02933	RP-L6; large subunit ribosomal protein L6
cds1242	5.99426547955744	9.52312793763385	-3.17840243359262	down	OG0000958	K02881	RP-L18; large subunit ribosomal protein L18
cds1243	9.34556027861387	12.0264865100522	-1.88788766750364	down	OG0000957	K02988	RP-S5; small subunit ribosomal protein S5
cds1244	6.00348106813106	6.80021453126669	-0.567928073793327	nonDEG	OG0001090	K02907	RP-L30; large subunit ribosomal protein L30
cds1245	8.14497300899676	10.2671688964045	-1.29509856990534	nonDEG	OG0000956	K02876	RP-L15; large subunit ribosomal protein L15
cds1246	9.720810097175	11.8986698844104	-1.32366140536574	down	OG0001089	K03076	secY; preprotein translocase subunit SecY
cds1247	8.39063254962193	9.72934603342704	-0.364256130550145	nonDEG	OG0001032	K00939	adk; adenylate kinase [EC:2.7.4.3]
cds1248	5.8434186355993	6.28368175495194	0.537034764251699	nonDEG	OG0000294	K01265	map; methionyl aminopeptidase [EC:3.4.11.18]
cds1249	8.95155832884913	9.18895885678805	0.550034648676811	nonDEG	OG0001467	K05813	ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein
cds1250	6.11493975771869	6.76021595986463	0.325540375933355	nonDEG	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
cds1251	6.90320827433233	6.70418314117146	0.245028903025149	nonDEG	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
cds1252	6.10731943844908	4.52834835895176	2.37755646301704	nonDEG	OG0004262	K01266	dmpA; D-aminopeptidase [EC:3.4.11.19]
cds1253	9.68684539267962	12.8279759840988	-2.33795668896115	down	OG0000801	K02518	infA; translation initiation factor IF-1
cds1254	9.03877133599221	11.3537071576908	-1.49118113196655	down	OG0001127	K02919	RP-L36; large subunit ribosomal protein L36
cds1255	6.71530506824733	9.918525824064	-2.47081144353768	down	OG0001088	K02952	RP-S13; small subunit ribosomal protein S13
cds1256	6.90348467572453	12.334449611233	-4.35708185218042	down	OG0001087	K02948	RP-S11; small subunit ribosomal protein S11
cds1257	8.48351885252461	12.5801259536834	-3.26481725308096	down	OG0000955	K03040	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
cds1258	7.86197722338355	9.76993222347042	-1.02749846810343	nonDEG	OG0000954	K02879	RP-L17; large subunit ribosomal protein L17
cds1259	5.99665885193199	6.02356625007075	0.778284628763899	nonDEG	OG0000700	K06173	truA; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
cds126	7.73577191646871	6.87481615401527	1.66035531035052	up	OG0003617	K07110	ramB; XRE family transcriptional regulator, fatty acid utilization regulator
cds1260	6.77958886767793	5.85062607097337	1.73306174394952	nonDEG	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
cds1261	7.4240903970823	6.4729574034247	1.83064454289856	up	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
cds1262	6.57138283691045	4.43047411706269	2.76653162524041	up	OG0006307		
cds1264	5.15326120906051	1.92521309080686	4.49676338605837	nonDEG	OG0002036	K12510	tadB; tight adherence protein B
cds1265	6.35344043755687	1.94673707978525	4.3654674867812	nonDEG	OG0000512	K02283	cpaF; pilus assembly protein CpaF
cds1266	7.21971139464452	2.28007041311858	5.37702017726119	up	OG0001257	K03609	minD; septum site-determining protein MinD
cds1267	6.56113825814042	2.46371624607444	6.56643425330661	up			
cds1268	6.63161599458928	-0.878896670301013	8.69364199543516	up	OG0007777		
cds1269	7.62740679181336	-0.878896670301013	9.61721649071331	up	OG0002241		
cds127	11.2116323096963	4.12451365722053	7.86587873005249	up	OG0001262	K01637	E4.1.3.1; isocitrate lyase [EC:4.1.3.1]
cds1270	10.0407378833312	4.62546161730308	6.20560524573585	up	OG0002484	K02651	flp; pilus assembly protein Flp/PilA
cds1271	5.63901878815493	2.55673029372376	3.98055783120567	nonDEG	OG0001699	K12511	tadC; tight adherence protein C
cds1273	5.3058560200893	3.14169279444491	3.42513136692089	nonDEG	OG0000512	K02283	cpaF; pilus assembly protein CpaF
cds1274	5.79621729980458	2.92845825175659	3.41976426851881	nonDEG	OG0001257	K03609	minD; septum site-determining protein MinD
cds1275	6.00609397500537	2.08004728208146	4.20271432448251	up			
cds1278	5.47552812684811	1.12110332969899	6.33054627329446	up	OG0002484	K02651	flp; pilus assembly protein Flp/PilA
cds1279	5.44420185318225	4.51045771463628	2.10730443911056	nonDEG	OG0000897	K02654	pilD; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
cds128	8.22986921727058	2.79484391852652	6.26912763500328	up	OG0003144	K01638	aceB; malate synthase [EC:2.3.3.9]
cds1280	8.10648381991222	12.0427073390763	-3.07509111654711	down	OG0000899	K02871	RP-L13; large subunit ribosomal protein L13
cds1281	6.76043877694997	10.9477820710499	-2.90599893109559	down	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
cds1282	6.71376195969031	8.68774966393232	-0.730675538522175	nonDEG	OG0000212	K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]
cds1283	6.25056608301591	5.39037603915679	1.66685278113979	nonDEG	OG0000676	K03282	mscL; large conductance mechanosensitive channel
cds1284	5.35156437012632	4.21316428695922	1.21503596462258	nonDEG	OG0001902	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
cds1285	6.69704091063387	7.38678503842612	0.19785632861501	nonDEG	OG0002543	K00867	coaA; type I pantothenate kinase [EC:2.7.1.33]
cds1286	10.110658938618	11.7561134717644	-0.815130554435432	nonDEG	OG0000849	K00820	glmS; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]
cds1287	6.92794899326002	6.39579488547899	1.27688431938271	nonDEG	OG0003119	K00997	acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]
cds1288	6.60499944220912	7.3154721080506	0.298854200514649	nonDEG	OG0000560	K17758	nnr; ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]
cds1289	11.7327991516318	10.2940616051397	2.22282913550968	up	OG0000539	K01214	ISA; isoamylase [EC:3.2.1.68]
cds129	5.34216747727369	4.71141918420908	1.31252607159024	nonDEG	OG0000878	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter
cds1290	9.15948760034241	8.1139819527767	1.91548829733959	up	OG0001641	K06044	treY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]
cds1291	7.78922921512984	8.05009993893451	0.536657073464623	nonDEG	OG0001642	K01236	treZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]
cds1292	7.74413557678965	8.15524694670356	0.74120220105766	nonDEG	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
cds1293	7.61751990995469	9.77556684527806	-1.24966851930371	nonDEG			
cds1294	5.36974091269857	2.68753455356407	2.63269061357353	nonDEG	OG0005152		
cds1295	7.34905137752464	7.23954846297168	0.888508713176527	nonDEG	OG0005704	K01938	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]
cds1296	6.69704091063387	6.59025117575436	0.95616972959984	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds1297	6.4925711812178	4.87494869497109	2.65501220821834	up	OG0003191	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]
cds1298	5.33253034970956	4.95603907864188	0.673323531523741	nonDEG	OG0002299	K07406	melA; alpha-galactosidase [EC:3.2.1.22]
cds13	8.54656060708913	11.0418858028901	-1.61970668648989	nonDEG	OG0004426	K07736	carD; CarD family transcriptional regulator
cds130	4.72004716720942	5.24819832645123	0.016135417028111	nonDEG	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
cds1300	7.13237019642154	7.13963498855671	0.719679615492387	nonDEG	OG0000467	K01775	alr; alanine racemase [EC:5.1.1.1]
cds1301	5.55088519574691	5.54487570190195	0.311017738201754	nonDEG	OG0000926	K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
cds1302	4.43047339650507	4.47533613051857	-0.954419603499593	nonDEG	OG0000865	K14742	tsaB; tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
cds1303	3.05908311976574	5.56554558932709	-1.5720113782323	nonDEG	OG0000330	K03789	rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
cds1304	4.00001007348663	5.85307323434928	-0.998408980682553	nonDEG	OG0000822	K01409	KAE1; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
cds1305	6.3810112146531	7.27178089875903	-0.561463784308077	nonDEG	OG0002781	K06048	gshA; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]
cds1306	5.96748705595924	5.20844102924717	1.54561415682212	nonDEG	OG0000594	K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
cds1307	6.45974937289941	6.12711942786674	1.25051012495118	nonDEG	OG0000171	K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]
cds1308	6.18145024556123	6.99261316748743	0.0638493367513803	nonDEG	OG0003954		
cds1309	5.07026702627997	4.94201772545303	0.298762562265616	nonDEG			
cds131	6.16809916238775	3.56881995015564	3.48773198606597	up	OG0000556		
cds1310	7.18255223339908	9.54860538749247	-1.42634976581848	nonDEG	OG0001112	K04078	groES; chaperonin GroES
cds1311	8.42151130304072	11.1758522610453	-1.90064282690975	down	OG0000764	K04077	groEL; chaperonin GroEL
cds1312	4.45814191174713	5.32483164578636	0.105497389927165	nonDEG			
cds1313	6.88147354760179	6.37174816161148	1.45212928162139	nonDEG	OG0000104	K16568	exoZ; exopolysaccharide production protein ExoZ
cds1314	10.4351278206155	10.5868566927073	0.672860874588194	nonDEG	OG0000976	K00088	IMPDH; IMP dehydrogenase [EC:1.1.1.205]
cds1315	8.54225531112736	8.27284941740622	1.0918316457531	nonDEG	OG0002157	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
cds1316	4.47168923991291	3.52572561117398	1.77554200580566	nonDEG	OG0006205		
cds1317	8.66226138616464	4.31289401049	5.12007010446471	up	OG0000096	K14645	serine protease [EC:3.4.21.-]
cds1318	8.78899155841783	9.58573195222276	0.0625177818902034	nonDEG	OG0006260	K00088	IMPDH; IMP dehydrogenase [EC:1.1.1.205]
cds1319	7.92888006489058	7.43343926310838	1.35609931947716	nonDEG	OG0000607	K00111	glpA; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
cds132	4.18902360439459	6.39375363398471	-0.998245088877767	nonDEG	OG0001979		
cds1320	6.63228905046816	5.9640049827995	1.63071121960919	nonDEG	OG0001680	K02806	PTS-Ntr-EIIA; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]
cds1321	8.12715100071178	8.63135999367727	0.284323642565917	nonDEG	OG0006346		
cds1322	5.92306487900475	6.70925978072905	0.059652641274958	nonDEG	OG0006259		
cds1323	8.72906250663013	10.1724478533676	-0.684186166428296	nonDEG	OG0000975	K01951	guaA; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
cds1324	10.0517171652091	10.919736041181	-0.0424204040506928	nonDEG	NA	NA	NA
cds1325	4.44258034518988	4.02211859851777	-0.247887680246509	nonDEG			
cds1326	6.48580369984414	8.31053918987313	-0.854812636217801	nonDEG	OG0002255		
cds1327	3.27265534374757	4.32923295055943	-1.759098872576	nonDEG	OG0000838	K01934	MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
cds1328	7.99025508835767	10.0973299863864	-1.32437351205772	nonDEG	OG0000420	K00963	UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
cds1329	6.81297918597747	6.72520440854617	0.899710075947339	nonDEG	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
cds133	4.15326120906051	5.34749604746638	-0.869590178954285	nonDEG			
cds1330	7.72988296687744	8.60001153799593	-0.0607837216884088	nonDEG			
cds1331	4.14404562048689	4.24903394498809	0.470105620403289	nonDEG	OG0000268	K19267	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
cds1332	1.55908311976574	3.4196669578319	-1.57269216758603	nonDEG	OG0001884	K09771	TC.SMR3; small multidrug resistance family-3 protein
cds1333	9.21244084946449	6.56810021117089	3.5094593483774	up			
cds1334	5.27265534374757	2.58236727832142	1.74218578302968	nonDEG	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
cds1335	4.55433174439411	2.12817725185985	3.88824439061941	nonDEG			
cds1336	7.0007400505169	5.47783286824261	2.45006926703407	up	OG0000322	K03688	ubiB; ubiquinone biosynthesis protein
cds1337	7.04504064155599	7.68084213655486	0.213645182746523	nonDEG	OG0000386	K03284	corA; magnesium transporter
cds1338	4.8481169122279	6.86052429498283	-1.20889817464511	nonDEG	OG0000395	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
cds1339	4.59049576801858	7.78572266730913	-2.75850314967108	nonDEG	OG0002434		
cds134	4.99229716161683	6.8700228163097	-1.48219977575265	nonDEG			
cds1340	6.07716992604248	6.20519382082128	-0.135724215637446	nonDEG	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
cds1341	5.75814331508822	4.58361798994179	1.84816662415356	nonDEG	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
cds1342	5.85210779278326	5.8907150680257	0.792813691052062	nonDEG	OG0001544	K08224	ynfM; MFS transporter, YNFM family, putative membrane transport protein
cds1343	5.6356402720228	5.86818817585824	1.19834441906316	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
cds1344	5.14404562048689	5.01083468460884	0.486785505023351	nonDEG	OG0000392	K00459	ncd2; nitronate monooxygenase [EC:1.13.12.16]
cds1345	3.93652687084747	5.82494021363622	-1.55886564832838	nonDEG	OG0001891	K18676	gspK; glucosamine kinase [EC:2.7.1.8]
cds1346	4.1579871362641	4.88585008332866	0.0133624422790093	nonDEG	OG0000290	K06911	uncharacterized protein
cds1347	6.29690148020725	3.6848434533855	1.81113838822995	nonDEG	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
cds1348	7.05665174063407	5.59696287720921	2.21673193237515	up	OG0000670	K06949	rsgA; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
cds1349	7.74594589806101	7.29182762853828	1.24804876116202	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds135	7.57211387076842	7.52860445109253	0.851226311907433	nonDEG	OG0006265		
cds1350	2.49229716161683	4.32760445183241	-0.937716670080557	nonDEG	OG0000153	K05846	opuBD; osmoprotectant transport system permease protein
cds1351	3.10349337228506	3.02655905801705	0.739234012465155	nonDEG	OG0000153	K05846	opuBD; osmoprotectant transport system permease protein
cds1352	8.0434859264486	7.63239184176004	1.24059908861453	nonDEG	OG0000153	K05846	opuBD; osmoprotectant transport system permease protein
cds1353	9.12924656135652	9.32039933684088	0.546330940550267	nonDEG	OG0001296	K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
cds1354	8.91721208854331	7.66493791438701	2.10225635516415	up	OG0000483	K22468	ppk2; polyphosphate kinase [EC:2.7.4.1]
cds1355	4.43968898507868	5.02937958426644	-0.268501264644751	nonDEG	OG0001444	K03602	xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
