	D36E_col_1	D36E_col_2	D36E_col_3	D36E_vitro_1	D36E_vitro_2	D36E_vitro_3
PSPTO_0382-NAD-dependent DNA ligase LigB 	4	8	32	65	72	46
PSPTO_0383-S-adenosylmethionine synthetase 	38	126	417	1027	660	811
PSPTO_0384-ArsR family transcriptional regulator 	1	12	87	195	216	205
PSPTO_0385-transketolase 	133	290	1217	2141	1901	2240
PSPTO_0386-D-erythrose 4-phosphate dehydrogenase 	7	20	102	650	589	681
PSPTO_0387-phosphoglycerate kinase 	29	53	194	393	330	308
PSPTO_0388-lipoprotein 	8	20	25	47	29	30
PSPTO_0389-lipoprotein 	34	90	306	208	191	216
PSPTO_0390-fructose-bisphosphate aldolase 	16	64	327	555	373	375
PSPTO_0391-hypothetical protein 	94	148	467	555	409	728
PSPTO_0393-hypothetical protein 	29	60	158	203	210	266
PSPTO_0394-renal dipeptidase family protein 	12	43	34	40	47	54
PSPTO_0395-hypothetical protein 	1	4	7	12	25	29
PSPTO_0396-NADH:flavin oxidoreductase/NADH oxidase family protein 	0	20	27	65	51	84
PSPTO_0397-iron-sulfur cluster-binding protein 	1	6	14	39	27	48
PSPTO_0398-electron transfer flavoprotein subunit alpha 	0	0	0	3	4	17
PSPTO_0399-electron transfer flavoprotein subunit beta 	0	0	3	4	6	7
PSPTO_0400-chitinase 	25	23	181	74	135	146
"PSPTO_0401-iron-sulfur cluster-binding protein, Rieske family "	13	3	31	83	76	98
PSPTO_0402-iron-sulfur cluster-binding protein 	7	9	29	74	68	123
PSPTO_0403-hypothetical protein 	23	34	62	101	74	202
PSPTO_0404-hypothetical protein 	31	56	227	664	692	993
PSPTO_0405-peptide methionine sulfoxide reductase 	41	88	248	199	190	343
PSPTO_0406-sensory box/GGDEF domain/EAL domain-containing protein 	138	370	1228	1447	1762	2232
"PSPTO_0407-drug resistance transporter, EmrB/QacA family "	2	19	45	112	134	171
PSPTO_0408-hypothetical protein 	15	24	123	176	114	147
PSPTO_0409-TldD/PmbA family protein 	19	52	156	179	130	192
"PSPTO_0410-threonine aldolase, low-specificity "	27	26	129	86	75	131
PSPTO_0411-membrane protein 	0	12	21	29	30	38
PSPTO_0412-hypothetical protein 	50	94	260	666	575	809
PSPTO_0413-hypothetical protein 	33	92	259	359	362	445
PSPTO_0414-formamidopyrimidine-DNA glycosylase 	2	9	55	203	243	304
PSPTO_0415-hypothetical protein 	9	9	56	273	380	343
PSPTO_0416-ferredoxin 	2	17	35	120	103	102
PSPTO_0417-pantetheine-phosphate adenylyltransferase 	36	76	379	736	372	750
PSPTO_0418-coniferyl aldehyde dehydrogenase 	1	0	7	67	105	130
PSPTO_0419-TetR family transcriptional reguator 	19	45	108	153	199	210
PSPTO_0420-rhodanese-like domain-containing protein 	22	90	187	201	140	285
PSPTO_0421-alpha/beta fold family hydrolase 	7	18	57	130	126	212
PSPTO_0422-virulence-associated protein 	18	13	55	117	72	113
PSPTO_0423-proteic killer protein 	2	5	28	69	80	76
PSPTO_0424-methyltransferase 	0	5	21	32	30	24
PSPTO_0425-hypothetical protein 	5	0	15	67	71	105
"PSPTO_0426-peptidase, M16 family "	21	26	162	451	431	407
PSPTO_0427-signal recognition particle-docking protein FtsY 	30	44	284	391	304	425
PSPTO_0428-cell division ATP-binding protein FtsE 	17	42	138	304	331	331
PSPTO_0429-putative protein insertion permease FtsX 	17	32	81	250	142	215
PSPTO_0430-RNA polymerase sigma-32 factor 	266	585	2521	7176	4163	6816
PSPTO_0431-monofunctional biosynthetic peptidoglycan transglycosylase 	5	17	68	81	71	139
PSPTO_0432-hypothetical protein 	1	27	102	111	123	173
PSPTO_0433-thiamine biosynthesis protein ThiS 	0	1	41	268	197	331
PSPTO_0434-thiazole biosynthesis protein ThiG 	17	20	99	172	107	144
PSPTO_0435-tRNA (guanine-N(7)-)-methyltransferase 	4	0	45	94	70	94
PSPTO_0436-hypothetical protein 	0	2	52	137	66	105
PSPTO_0437-dihydrofolate reductase 	0	10	44	43	17	48
PSPTO_0438-hypothetical protein 	7	18	32	52	58	91
PSPTO_0439-hypothetical protein 	5	3	40	160	180	225
PSPTO_0440-regulatory protein BetI 	17	65	210	1176	1056	1577
PSPTO_0441-betaine aldehyde dehydrogenase BADH 	34	75	246	772	1150	1072
PSPTO_0442-hypothetical protein 	0	0	0	0	3	0
PSPTO_0443-choline dehydrogenase 	26	51	145	519	647	714
PSPTO_0444-RNA polymerase sigma-70 family protein 	1	2	5	10	13	20
PSPTO_0445-regulatory protein 	0	3	17	33	33	50
PSPTO_0446-membrane protein 	1	0	0	8	8	17
PSPTO_0447-hypothetical protein 	0	0	0	2	0	0
PSPTO_0448-glutathione S-transferase 	9	23	68	220	179	223
"PSPTO_0449-ISPsy8, transposase OrfA "	0	0	0	4	0	0
"PSPTO_0450-ISPsy8, transposase OrfB "	1	0	12	4	10	7
PSPTO_0451-hypothetical protein 	9	22	54	67	71	60
PSPTO_0452-putative acyltransferase 	3	4	29	85	80	55
PSPTO_0453-hypothetical protein 	13	30	98	70	96	116
PSPTO_0454-hypothetical protein 	1	0	4	14	18	27
PSPTO_0455-glutathione-independent formaldehyde dehydrogenase 	13	36	152	115	123	134
PSPTO_0456-formyltetrahydrofolate deformylase 	13	33	114	261	175	293
"PSPTO_0457-sarcosine oxidase, gamma subunit "	5	7	67	71	50	75
"PSPTO_0458-sarcosine oxidase, alpha subunit "	20	9	97	135	97	163
PSPTO_0459-sarcosine oxidase subunit delta 	0	0	1	4	2	0
"PSPTO_0460-sarcosine oxidase, beta subunit "	6	9	23	40	55	78
PSPTO_0461-serine hydroxymethyltransferase 	10	11	24	171	136	255
"PSPTO_0462-glycine/betaine/L-proline ABC transporter, ATP-binding subunit "	9	14	55	127	97	134
"PSPTO_0463-glycine/betaine/L-proline ABC transporter, permease protein "	1	13	22	52	29	55
"PSPTO_0464-glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein "	16	29	81	121	103	128
PSPTO_0465-AraC family transcriptional regulator 	62	178	584	162	180	203
PSPTO_0466-methyl-accepting chemotaxis protein 	2	1	24	46	63	83
PSPTO_0467-hypothetical protein 	0	0	17	3	22	18
PSPTO_0468-hypothetical protein 	4	7	38	110	54	78
PSPTO_0469-hypothetical protein 	0	4	30	30	7	40
PSPTO_0470-exonuclease 	53	125	379	91	79	111
PSPTO_0471-nucleotidyltransferase 	313	927	2518	820	468	717
PSPTO_0472-response regulator 	19	41	226	380	392	584
PSPTO_0474-type III effector HopAS1 	1	0	3	0	0	0
PSPTO_0475-type III effector HopAS1 	0	0	9	4	23	18
PSPTO_0476-hypothetical protein 	3	0	3	13	2	2
PSPTO_0477-hypothetical protein 	0	3	0	0	0	0
PSPTO_0478-hypothetical protein 	0	0	4	20	9	17
PSPTO_0479-hypothetical protein 	0	0	0	0	2	3
PSPTO_0480-malate synthase G 	96	289	838	286	236	320
PSPTO_0481-ACT domain-containing protein 	32	103	412	257	152	357
PSPTO_0482-hypothetical protein 	39	40	126	112	58	159
PSPTO_0483-rarD protein 	5	2	31	49	29	66
PSPTO_0484-hypothetical protein 	20	34	196	310	250	353
PSPTO_0485-LacI family transcriptional regulator 	2	3	32	62	55	60
PSPTO_0486-ABC transporter substrate-binding protein 	0	0	1	11	8	1
PSPTO_0487-ABC transporter permease 	0	0	0	4	7	1
PSPTO_0488-ABC transporter permease 	0	0	1	4	18	2
PSPTO_0489-ABC transporter ATP-binding protein 	0	2	0	4	19	3
PSPTO_0490-Ser/Thr protein phosphatase family protein 	0	4	0	2	2	5
PSPTO_0491-Tat (twin-arginine translocation) pathway signal sequence domain-containing protein 	1	26	51	58	58	51
PSPTO_0492-molybdate transport regulator ModE 	8	11	18	22	45	66
PSPTO_0493-competence protein ComF 	1	8	29	56	28	23
PSPTO_0494-biotin synthetase 	251	671	2441	3211	2112	4044
PSPTO_0495-8-amino-7-oxononanoate synthase 	35	97	428	647	658	857
PSPTO_0496-bioH protein 	15	46	136	236	241	327
PSPTO_0497-biotin synthesis protein BioC 	4	3	36	292	247	288
PSPTO_0498-dethiobiotin synthetase 	5	15	19	203	168	225
PSPTO_0499-hypothetical protein 	154	478	1568	2850	3678	4062
PSPTO_0500-acyl-CoA dehydrogenase family protein 	336	364	1432	739	540	814
PSPTO_0501-type III effector HopU1 	1	5	7	0	0	0
PSPTO_0502-type III effector HopF2 	3	5	13	0	0	0
PSPTO_0503-type III chaperone protein ShcF 	267	440	1761	55	40	36
PSPTO_0505-diguanylate cyclase 	11	9	32	173	213	293
PSPTO_0506-acyl-CoA dehydrogenase family protein 	43	123	465	189	169	223
PSPTO_0507-acyl-CoA dehydrogenase family protein 	44	220	607	253	451	357
PSPTO_0508-hypothetical protein 	17	7	57	180	156	174
PSPTO_0509-coenzyme PQQ synthesis protein E 	7	14	48	164	154	179
PSPTO_0510-coenzyme PQQ synthesis protein D 	0	14	81	10	24	28
PSPTO_0511-coenzyme PQQ synthesis protein C 	8	21	68	52	31	59
PSPTO_0512-coenzyme PQQ synthesis protein B 	28	98	229	357	237	266
PSPTO_0513-coenzyme PQQ synthesis protein A 	41	130	701	376	463	469
PSPTO_0514-coenzyme PQQ synthesis protein F 	7	65	186	642	705	712
"PSPTO_0515-ISPsy8, transposase OrfA "	0	0	7	3	6	3
"PSPTO_0516-ISPsy8, transposase OrfB "	0	0	3	14	8	11
PSPTO_0517-hydrolase 	7	22	76	347	220	382
PSPTO_0518-tryptophan 2-monooxygenase 	59	92	298	1640	1029	1838
PSPTO_0519-AsnC family transcriptional regulator 	5	11	61	194	154	130
PSPTO_0520-membrane protein 	2	22	114	169	191	218
PSPTO_0521-DNA-binding protein 	0	2	13	37	58	57
PSPTO_0522-hypothetical protein 	6	16	71	173	124	162
PSPTO_0523-Fic family protein 	14	8	46	221	253	261
"PSPTO_0524-peptidase, M20/M25/M40 family "	11	27	43	28	34	39
PSPTO_0525-lipoprotein 	1	0	3	2	1	0
PSPTO_0526-hypothetical protein 	0	0	3	9	2	0
PSPTO_0527-hypothetical protein 	2	3	36	178	150	202
PSPTO_0528-hypothetical protein 	0	0	1	48	10	35
PSPTO_0529-hypothetical protein 	4	4	18	171	144	189
PSPTO_0530-hypothetical protein 	5	8	15	18	27	54
PSPTO_0531-type IV secretion system protein 	0	0	1	12	9	8
PSPTO_0532-lipoprotein 	0	0	3	4	4	1
"PSPTO_0534-ISPssy, transposase "	0	3	2	1	6	0
"PSPTO_0535-site-specific recombinase, phage integrase family "	3	7	19	37	48	26
"PSPTO_0536-site-specific recombinase, phage integrase family "	69	132	535	877	638	728
"PSPTO_0537-site-specific recombinase, phage integrase family "	142	306	1132	3306	2426	3833
"PSPTO_0538-site-specific recombinase, phage integrase family "	34	68	221	1327	1244	1579
"PSPTO_0539-site-specific recombinase, phage integrase family "	16	52	237	2125	3780	2028
"PSPTO_0540-site-specific recombinase, phage integrase family "	0	10	3	29	22	42
"PSPTO_0541-site-specific recombinase, phage integrase family "	23	53	219	193	189	240
"PSPTO_0542-site-specific recombinase, phage integrase family "	0	0	10	7	3	0
PSPTO_0543-2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase 	0	0	0	5	7	9
PSPTO_0544-tRNA nucleotidyltransferase 	7	28	96	118	98	94
PSPTO_0545-SpoVR like family protein 	138	277	961	248	105	196
PSPTO_0546-hypothetical protein 	195	345	905	261	176	290
PSPTO_0547-hypothetical protein 	573	1126	2585	577	393	522
PSPTO_0548-thiosulfate sulfurtransferase 	1	14	53	34	42	61
"PSPTO_0549-bis(5'-nucleosyl)-tetraphosphatase, symmetrical "	4	15	53	98	116	178
PSPTO_0550-apaG protein 	6	21	83	166	148	269
PSPTO_0551-dimethyladenosine transferase 	11	2	60	210	282	259
PSPTO_0552-pyridoxal phosphate biosynthetic protein PdxA 	33	46	146	689	792	944
PSPTO_0553-peptidyl-prolyl cis-trans isomerase SurA 	30	51	303	1728	1495	2024
PSPTO_0554-organic solvent tolerance protein 	133	219	806	2770	1878	2495
PSPTO_0555-hypothetical protein 	2	14	59	77	74	63
PSPTO_0556-nucleotidyltransferase family protein 	1	3	30	62	49	41
PSPTO_0557-DnaJ-like protein DjlA 	1	0	23	46	39	48
PSPTO_0558-hypothetical protein 	13	20	121	192	150	213
PSPTO_0559-sensory box histidine kinase 	8	6	35	76	82	70
PSPTO_0560-LuxR family DNA-binding response regulator 	4	4	42	81	71	75
PSPTO_0561-hypothetical protein 	0	0	5	9	7	14
PSPTO_0562-polyamine ABC transporter ATP-binding protein 	15	22	74	50	13	14
PSPTO_0563-polyamine ABC transporter periplasmic polyamine-binding protein 	33	43	74	40	25	21
PSPTO_0564-polyamine ABC transporter permease 	7	5	13	43	32	33
PSPTO_0565-polyamine ABC transporter permease 	1	7	23	16	20	9
PSPTO_0566-ribulose-phosphate 3-epimerase 	48	124	290	377	185	341
PSPTO_0567-phosphoglycolate phosphatase 	8	17	39	74	64	103
"PSPTO_0568-anthranilate synthase, component I "	5	20	85	197	167	191
"PSPTO_0569-autotransporting lipase, GDSL family "	87	153	630	671	646	665
PSPTO_0570-transcriptional regulator PrtN 	45	146	474	1000	1491	1807
PSPTO_0571-repressor protein c2 	18	47	268	474	516	533
PSPTO_0572-bacteriocin 	9	22	152	286	180	209
PSPTO_0573-hypothetical protein 	0	0	25	18	15	30
PSPTO_0574-lipoprotein 	2	3	62	14	16	40
PSPTO_0575-hypothetical protein 	18	38	122	57	37	37
PSPTO_0576-hypothetical protein 	18	169	390	75	92	116
PSPTO_0577-tail sheath protein 	62	222	688	129	113	163
PSPTO_0578-hypothetical protein 	3	14	21	19	10	10
PSPTO_0579-sigma factor domain protein 	5	17	94	14	10	28
PSPTO_0580-tail tape measure protein 	8	6	63	21	37	36
PSPTO_0581-DNA circulation protein 	12	16	118	42	36	40
PSPTO_0582-hypothetical protein 	1	14	64	70	30	67
PSPTO_0583-hypothetical protein 	6	8	18	50	52	54
PSPTO_0584-Sir2 family transcriptional regulator 	0	0	16	26	48	27
PSPTO_0585-hypothetical protein 	7	0	12	61	68	50
"PSPTO_0586-site-specific recombinase, phage integrase family "	4	3	15	23	23	12
"PSPTO_0587-site-specific recombinase, phage integrase family "	4	13	17	24	25	32
PSPTO_0588-type III effector HopH1 	0	0	1	0	0	0
PSPTO_0589-type III effector HopC1 	0	0	0	0	0	0
PSPTO_0591-impB/mucB/samB family protein 	5	10	40	61	57	54
PSPTO_0592-anthranilate synthase component II 	4	3	38	46	49	41
PSPTO_0593-anthranilate phosphoribosyltransferase 	3	4	18	92	77	73
PSPTO_0594-indole-3-glycerol phosphate synthase 	1	17	41	57	47	58
PSPTO_0595-hypothetical protein 	5	6	36	58	54	68
PSPTO_0596-catabolite gene activator Crp 	0	12	15	24	17	43
PSPTO_0597-OsmC/Ohr family protein 	38	96	284	146	104	160
PSPTO_0598-S-adenosylmethionine decarboxylase 	33	96	307	1778	1309	1523
PSPTO_0599-hypothetical protein 	176	466	1195	335	343	351
PSPTO_0600-HIT family protein 	19	39	222	492	314	348
PSPTO_0601-short chain dehydrogenase/reductase family oxidoreductase 	2	3	31	94	54	77
PSPTO_0602-hypothetical protein 	0	0	30	39	36	76
PSPTO_0603-hypothetical protein 	5	29	83	160	107	115
PSPTO_0604-N-acetyl-gamma-glutamyl-phosphate reductase 	53	103	366	1116	516	621
PSPTO_0605-HesB/YadR/YfhF family protein 	30	61	604	587	586	508
PSPTO_0606-hypothetical protein 	30	66	233	424	380	384
"PSPTO_0607-peptidase, M23/M37 family "	52	108	444	965	982	1310
PSPTO_0608-hypothetical protein 	0	0	3	2	2	0
PSPTO_0609-tyrosyl-tRNA synthetase 	8	31	76	307	235	217
PSPTO_0610-tyrosyl-tRNA synthetase 	2	5	2	63	56	55
PSPTO_0611-pantothenate kinase 	0	0	7	54	17	25
PSPTO_0612-hypothetical protein 	6	0	48	205	149	150
PSPTO_0613-hypothetical protein 	18	45	125	450	472	388
PSPTO_0614-hypothetical protein 	14	24	82	310	256	218
PSPTO_0615-50S ribosomal protein L11 	27	51	158	739	222	227
PSPTO_0616-50S ribosomal protein L1 	114	135	718	1416	457	684
PSPTO_0617-50S ribosomal protein L10 	47	133	397	1629	750	822
PSPTO_0618-50S ribosomal protein L7/L12 	17	83	225	516	445	584
PSPTO_0619-50S ribosomal protein L7/L12 	93	168	827	1588	1456	1521
PSPTO_0620-50S ribosomal protein L7/L12 	165	321	1318	2573	2865	2773
PSPTO_0621-50S ribosomal protein L7/L12 	54	107	393	900	413	487
PSPTO_0622-30S ribosomal protein S7 	85	189	435	747	454	474
PSPTO_0623-translation elongation factor G 	218	413	1414	3311	1575	1694
PSPTO_0624-translation elongation factor Tu 	260	655	2179	3426	1967	2676
PSPTO_0625-30S ribosomal protein S10 	117	239	670	1189	657	701
PSPTO_0626-50S ribosomal protein L3 	140	236	994	1449	659	1013
PSPTO_0627-50S ribosomal protein L4 	9	35	111	249	162	153
PSPTO_0628-50S ribosomal protein L23 	15	11	53	121	27	34
PSPTO_0629-50S ribosomal protein L2 	31	78	225	618	594	563
PSPTO_0630-30S ribosomal protein S19 	12	27	53	98	43	52
PSPTO_0631-50S ribosomal protein L22 	20	3	44	91	59	89
PSPTO_0632-30S ribosomal protein S3 	29	113	240	692	833	748
PSPTO_0633-50S ribosomal protein L16 	13	83	354	411	243	287
PSPTO_0634-50S ribosomal protein L29 	0	5	21	76	32	25
PSPTO_0635-30S ribosomal protein S17 	15	21	55	278	62	78
PSPTO_0636-50S ribosomal protein L14 	60	115	261	781	248	241
PSPTO_0637-50S ribosomal protein L24 	156	302	684	1356	447	662
PSPTO_0638-50S ribosomal protein L5 	125	222	660	2042	1061	1966
PSPTO_0639-30S ribosomal protein S14 	60	166	522	1234	1212	1431
PSPTO_0640-30S ribosomal protein S8 	33	75	345	1186	368	421
PSPTO_0641-50S ribosomal protein L6 	136	211	683	1810	540	689
PSPTO_0642-50S ribosomal protein L18 	145	202	749	1673	578	860
PSPTO_0643-30S ribosomal protein S5 	11	9	71	417	308	287
PSPTO_0644-50S ribosomal protein L30 	0	0	13	39	28	26
PSPTO_0645-50S ribosomal protein L15 	5	39	88	359	308	277
PSPTO_0646-preprotein translocase subunit SecY 	51	75	168	2062	1211	1357
PSPTO_0647-50S ribosomal protein L36 	49	103	293	799	760	721
PSPTO_0648-30S ribosomal protein S13 	233	481	1928	6964	6405	6585
PSPTO_0649-30S ribosomal protein S11 	21	65	201	314	208	227
PSPTO_0650-30S ribosomal protein S4 	10	11	85	405	186	108
PSPTO_0651-DNA-directed RNA polymerase subunit alpha 	81	109	544	2364	2332	2103
PSPTO_0652-50S ribosomal protein L17 	5	24	78	351	526	454
PSPTO_0653-bacterioferritin 	30	67	295	515	356	597
PSPTO_0654-excinuclease ABC subunit A 	30	41	215	345	404	448
PSPTO_0655-major facilitator family transporter 	39	86	332	736	424	605
PSPTO_0656-single-stranded DNA-binding protein 	78	203	669	1388	918	1416
PSPTO_0657-hypothetical protein 	3	9	64	128	100	141
PSPTO_0658-hypothetical protein 	15	75	116	218	205	208
PSPTO_0659-inositol monophosphatase family protein 	0	8	10	11	9	21
PSPTO_0660-glycerophosphoryl diester phosphodiesterase 	3	2	4	24	20	47
"PSPTO_0661-glycerol-3-phosphate ABC transporter, ATP-binding protein "	0	1	15	15	6	26
PSPTO_0662-glycerol-3-phosphate ABC transporter permease 	0	0	0	8	17	15
PSPTO_0663-glycerol-3-phosphate ABC transporter permease 	0	0	1	6	12	7
PSPTO_0664-glycerol-3-phosphate ABC transporter substrate-binding protein 	0	0	0	18	18	16
PSPTO_0665-ROK family protein 	9	5	42	278	221	315
PSPTO_0666-hypothetical protein 	43	59	175	508	441	591
PSPTO_0667-short-chain dehydrogenase/reductase family oxidoreductase 	0	7	54	43	30	49
PSPTO_0668-hypothetical protein 	4	25	80	143	104	132
"PSPTO_0669-ISPsy5, Orf1 "	0	0	0	0	2	0
"PSPTO_0670-ISPsy5, transposase "	0	0	1	6	2	1
PSPTO_0671-TonB-dependent receptor 	2	12	28	60	66	90
PSPTO_0672-TonB system transport protein ExbD 	0	6	0	3	2	8
PSPTO_0673-TonB system transport protein ExbB 	0	0	0	10	5	3
PSPTO_0674-tonB domain protein 	0	0	2	6	1	0
PSPTO_0675-arylesterase 	18	47	192	12	16	24
PSPTO_0676-mechanosensitive ion channel family protein 	46	98	376	160	198	155
PSPTO_0677-lipopolysaccharide biosynthesis protein 	55	123	416	1010	819	935
PSPTO_0678-NAD-dependent epimerase/dehydratase family protein 	17	13	114	227	261	219
PSPTO_0679-outer membrane protein OmpW 	221	691	2055	24377	18353	30559
PSPTO_0680-lipoprotein 	88	213	552	57	14	28
PSPTO_0681-permease 	14	14	23	46	30	60
PSPTO_0682-ABC transporter ATP-binding protein 	8	20	51	38	27	40
PSPTO_0683-hypothetical protein 	84	225	689	159	96	148
PSPTO_0684-hypothetical protein 	2	0	12	1	3	11
PSPTO_0685-hypothetical protein 	5	8	34	19	11	36
PSPTO_0686-thioredoxin 	30	64	282	261	154	225
PSPTO_0687-hypothetical protein 	0	2	7	37	20	23
PSPTO_0688-lipoprotein 	4	13	24	122	139	150
PSPTO_0689-hypothetical protein 	5	2	55	299	264	271
PSPTO_0690-riboflavin biosynthesis protein RibD 	13	7	99	310	235	263
PSPTO_0691-riboflavin synthase subunit alpha 	19	37	107	350	203	252
"PSPTO_0692-bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II-like protein "	34	44	229	661	434	776
"PSPTO_0693-6,7-dimethyl-8-ribityllumazine synthase "	6	13	74	342	225	215
PSPTO_0694-N utilization substance protein B 	7	10	36	101	123	107
PSPTO_0695-thiamine monophosphate kinase 	8	8	73	133	88	82
PSPTO_0696-GTP cyclohydrolase II 	16	62	214	240	231	308
PSPTO_0697-hypothetical protein 	1	10	44	104	122	109
PSPTO_0698-deoxyxylulose-5-phosphate synthase 	42	83	468	558	517	561
PSPTO_0699-geranyltranstransferase 	7	39	124	301	197	285
PSPTO_0700-exodeoxyribonuclease VII small subunit 	7	10	70	132	71	102
PSPTO_0701-cystathionine beta-lyase 	2	15	41	77	135	136
PSPTO_0702-hypothetical protein 	9	9	39	68	70	67
PSPTO_0703-putative S-transferase 	18	26	104	69	67	90
"PSPTO_0704-O-antigen ABC transporter, permease protein "	0	0	6	0	2	5
"PSPTO_0705-O-antigen ABC transporter, ATP-binding protein "	0	0	0	6	6	9
PSPTO_0706-lipopolysaccharide biosynthesis protein 	2	4	5	12	10	14
PSPTO_0707-hypothetical protein 	0	0	3	12	9	10
PSPTO_0708-HAD-superfamily hydrolase 	4	12	15	16	15	26
PSPTO_0709-hypothetical protein 	2	0	7	10	13	33
PSPTO_0710-hypothetical protein 	0	0	0	3	4	7
PSPTO_0711-hypothetical protein 	3	8	31	98	88	89
PSPTO_0712-hypothetical protein 	0	0	0	13	11	5
PSPTO_0713-hypothetical protein 	6	8	23	52	46	74
PSPTO_0714-autotransporter 	0	6	16	70	51	37
PSPTO_0715-hypothetical protein 	0	0	5	31	20	19
PSPTO_0716-DNA-binding protein 	10	5	45	129	94	153
PSPTO_0717-DNA-binding protein 	5	1	43	83	46	86
PSPTO_0718-hypothetical protein 	1	8	6	9	20	10
PSPTO_0719-hypothetical protein 	0	2	5	1	3	12
PSPTO_0720-hypothetical protein 	11	0	16	34	42	30
PSPTO_0721-transcriptional regulator 	0	0	7	37	31	30
PSPTO_0722-inorganic pyrophosphatase 	102	226	833	1998	975	1781
PSPTO_0723-hypothetical protein 	5	7	50	205	188	245
PSPTO_0724-DedA family protein 	0	24	50	253	172	268
PSPTO_0725-GNAT family acetyltransferase 	7	14	22	81	60	87
"PSPTO_0726-ethanolamine ammonia-lyase, light subunit "	5	37	98	59	43	69
"PSPTO_0727-ethanolamine ammonia-lyase, heavy subunit "	94	254	801	273	259	430
PSPTO_0728-aldehyde dehydrogenase family protein 	550	1379	4089	3356	2039	3012
PSPTO_0729-UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase 	22	36	233	205	205	310
PSPTO_0730-aromatic acid decarboxylase 	2	3	14	37	29	26
PSPTO_0731-lipoprotein 	6	13	26	54	44	50
PSPTO_0732-hypothetical protein 	0	10	91	86	75	91
PSPTO_0733-MORN repeat-containing protein 	15	13	58	220	201	208
